FIGHTER_WIN;FIGHTER_LOSE;METHOD;METHOD_DESC;ROUND;TIME;EVENT_NAME;LOCATION
Fares Ziam;Jamie Mullarkey;U-DEC;;3;5:00;UFC Fight Night: Ortega vs. The Korean Zombie;Abu Dhabi, Abu Dhabi, United Arab Emirates
Maxim Grishin;Gadzhimurad Antigulov;KO/TKO;Punches;2;4:58;UFC Fight Night: Ortega vs. The Korean Zombie;Abu Dhabi, Abu Dhabi, United Arab Emirates
Said Nurmagomedov;Mark Striegl;KO/TKO;Punches;1;0:51;UFC Fight Night: Ortega vs. The Korean Zombie;Abu Dhabi, Abu Dhabi, United Arab Emirates
Cory Sandhagen;Marlon Moraes;KO/TKO;Kick;2;1:03;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Edson Barboza;Makwan Amirkhani;U-DEC;;3;5:00;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Marcin Tybura;Ben Rothwell;U-DEC;;3;5:00;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Dricus Du Plessis;Markus Perez;KO/TKO;Punch;1;3:22;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Tom Aspinall;Alan Baudot;KO/TKO;Punches;1;1:35;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Ilia Topuria;Youssef Zalal;U-DEC;;3;5:00;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Tom Breese;KB Bhullar;KO/TKO;Punch;1;1:42;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Chris Daukaus;Rodrigo Nascimento;KO/TKO;Punches;1;0:45;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Joaquin Buckley;Impa Kasanganay;KO/TKO;Spinning Back Kick;2;2:03;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Tony Kelley;Ali AlQaisi;U-DEC;;3;5:00;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Giga Chikadze;Omar Morales;U-DEC;;3;5:00;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Tracy Cortez;Stephanie Egger;U-DEC;;3;5:00;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Tagir Ulanbekov;Bruno Silva;U-DEC;;3;5:00;UFC Fight Night: Moraes vs. Sandhagen;Abu Dhabi, Abu Dhabi, United Arab Emirates
Holly Holm;Irene Aldana;U-DEC;;5;5:00;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Carlos Felipe;Yorgan De Castro;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Germaine de Randamie;Julianna Pena;SUB;Guillotine Choke;3;3:25;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Kyler Phillips;Cameron Else;KO/TKO;Elbows;2;0:44;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Dusko Todorovic;Dequan Townsend;KO/TKO;Punches;2;3:15;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Carlos Condit;Court McGee;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Charles Jourdain;Josh Culibao;S-DEC;;3;5:00;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Nassourdine Imavov;Jordan Williams;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Loma Lookboonmee;Jinh Yu Frey;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Casey Kenney;Heili Alateng;U-DEC;;3;5:00;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Luigi Vendramini;Jessin Ayari;KO/TKO;Kick;1;1:12;UFC Fight Night: Holm vs. Aldana;Abu Dhabi, Abu Dhabi, United Arab Emirates
Israel Adesanya;Paulo Costa;KO/TKO;Punch;2;3:59;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Jan Blachowicz;Dominick Reyes;KO/TKO;Punch;2;4:36;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Brandon Royval;Kai Kara-France;SUB;Guillotine Choke;2;0:48;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Ketlen Vieira;Sijara Eubanks;U-DEC;;3;5:00;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Hakeem Dawodu;Zubaira Tukhugov;S-DEC;;3;5:00;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Brad Riddell;Alex Da Silva;U-DEC;;3;5:00;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Jake Matthews;Diego Sanchez;U-DEC;;3;5:00;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Ludovit Klein;Shane Young;KO/TKO;Kick;1;1:16;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
William Knight;Aleksa Camur;U-DEC;;3;5:00;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Juan Espino;Jeff Hughes;SUB;Neck Crank;1;3:48;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Danilo Marques;Khadis Ibragimov;U-DEC;;3;5:00;UFC 253: Adesanya vs. Costa;Abu Dhabi, Abu Dhabi, United Arab Emirates
Colby Covington;Tyron Woodley;KO/TKO;;5;1:19;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Donald Cerrone;Niko Price;Overturned;;3;5:00;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Khamzat Chimaev;Gerald Meerschaert;KO/TKO;Punch;1;0:17;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Johnny Walker;Ryan Spann;KO/TKO;Punches;1;2:43;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Mackenzie Dern;Randa Markos;SUB;Armbar;1;3:44;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Kevin Holland;Darren Stewart;S-DEC;;3;5:00;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
David Dvorak;Jordan Espinosa;U-DEC;;3;5:00;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Damon Jackson;Mirsad Bektic;SUB;Guillotine Choke;3;1:21;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Mayra Bueno Silva;Mara Romero Borella;SUB;Armbar;1;2:29;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Jessica-Rose Clark;Sarah Alpar;KO/TKO;Knee;3;4:21;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Darrick Minner;TJ Laramie;SUB;Guillotine Choke;1;0:52;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Randy Costa;Journey Newson;KO/TKO;Kick;1;0:41;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Andre Ewell;Irwin Rivera;S-DEC;;3;5:00;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Tyson Nam;Jerome Rivera;KO/TKO;Punches;2;0:34;UFC Fight Night: Covington vs. Woodley;Las Vegas, Nevada, USA
Michelle Waterson;Angela Hill;S-DEC;;5;5:00;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Ottman Azaitar;Khama Worthy;KO/TKO;Punches;1;1:33;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Roxanne Modafferi;Andrea Lee;U-DEC;;3;5:00;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Ed Herman;Mike Rodriguez;SUB;Kimura;3;2:41;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Bobby Green;Alan Patrick;U-DEC;;3;5:00;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Billy Quarantillo;Kyle Nelson;KO/TKO;Punch;3;0:07;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Sijara Eubanks;Julia Avila;U-DEC;;3;5:00;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Roosevelt Roberts;Kevin Croom;Overturned;Guillotine Choke;1;0:31;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Alexandr Romanov;Roque Martinez;SUB;Arm Triangle;2;4:22;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Jalin Turner;Brok Weaver;SUB;Rear Naked Choke;2;4:20;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Bryan Barberena;Anthony Ivy;U-DEC;;3;5:00;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Sabina Mazo;Justine Kish;SUB;Rear Naked Choke;3;3:57;UFC Fight Night: Waterson vs. Hill;Las Vegas, Nevada, USA
Alistair Overeem;Augusto Sakai;KO/TKO;Elbows;5;0:26;UFC Fight Night: Overeem vs. Sakai;Las Vegas, Nevada, USA
Ovince Saint Preux;Alonzo Menifield;KO/TKO;Punch;2;4:07;UFC Fight Night: Overeem vs. Sakai;Las Vegas, Nevada, USA
Michel Pereira;Zelim Imadaev;SUB;Rear Naked Choke;3;4:39;UFC Fight Night: Overeem vs. Sakai;Las Vegas, Nevada, USA
Andre Muniz;Bartosz Fabinski;SUB;Armbar;1;2:42;UFC Fight Night: Overeem vs. Sakai;Las Vegas, Nevada, USA
Brian Kelleher;Ray Rodriguez;SUB;Guillotine Choke;1;0:39;UFC Fight Night: Overeem vs. Sakai;Las Vegas, Nevada, USA
Viviane Araujo;Montana De La Rosa;U-DEC;;3;5:00;UFC Fight Night: Overeem vs. Sakai;Las Vegas, Nevada, USA
Hunter Azure;Cole Smith;U-DEC;;3;5:00;UFC Fight Night: Overeem vs. Sakai;Las Vegas, Nevada, USA
Aleksandar Rakic;Anthony Smith;U-DEC;;3;5:00;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Neil Magny;Robbie Lawler;U-DEC;;3;5:00;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Alexa Grasso;Ji Yeon Kim;U-DEC;;3;5:00;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Ricardo Lamas;Bill Algeo;U-DEC;;3;5:00;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Impa Kasanganay;Maki Pitolo;U-DEC;;3;5:00;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Zak Cummings;Alessio Di Chirico;U-DEC;;3;5:00;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Alex Caceres;Austin Springer;SUB;Rear Naked Choke;1;3:38;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Sean Brady;Christian Aguilera;SUB;Guillotine Choke;2;1:47;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Polyana Viana;Emily Whitmire;SUB;Armbar;1;1:53;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Mallory Martin;Hannah Cifers;SUB;Rear Naked Choke;2;1:33;UFC Fight Night: Smith vs. Rakic;Las Vegas, Nevada, USA
Frankie Edgar;Pedro Munhoz;S-DEC;;5;5:00;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Mike Rodriguez;Marcin Prachnio;KO/TKO;Elbow;1;2:17;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Joe Solecki;Austin Hubbard;SUB;Rear Naked Choke;1;3:51;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Shana Dobson;Mariya Agapova;KO/TKO;Punches;2;1:38;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Daniel Rodriguez;Dwight Grant;KO/TKO;Punches;1;2:24;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Amanda Lemos;Inoue Mizuki;U-DEC;;3;5:00;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Jordan Wright;Ike Villanueva;KO/TKO;;1;1:31;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Matthew Semelsberger;Carlton Minus;U-DEC;;3;5:00;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Timur Valiev;Trevin Jones;Overturned;Punch;2;1:59;UFC Fight Night: Munhoz vs. Edgar;Las Vegas, Nevada, USA
Stipe Miocic;Daniel Cormier;U-DEC;;5;5:00;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Marlon Vera;Sean O'Malley;KO/TKO;Elbows;1;4:40;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Jairzinho Rozenstruik;Junior Dos Santos;KO/TKO;Punch;2;3:47;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Daniel Pineda;Herbert Burns;KO/TKO;Elbows;2;4:37;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Merab Dvalishvili;John Dodson;U-DEC;;3;5:00;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Vinc Pichel;Jim Miller;U-DEC;;3;5:00;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Virna Jandiroba;Felice Herrig;SUB;Armbar;1;1:44;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Danny Chavez;TJ Brown;U-DEC;;3;5:00;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Livinha Souza;Ashley Yoder;U-DEC;;3;5:00;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Chris Daukaus;Parker Porter;KO/TKO;Knee;1;4:28;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Kai Kamaka;Tony Kelley;U-DEC;;3;5:00;UFC 252: Miocic vs. Cormier 3;Las Vegas, Nevada, USA
Derrick Lewis;Aleksei Oleinik;KO/TKO;Punches;2;0:21;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Chris Weidman;Omari Akhmedov;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Darren Stewart;Maki Pitolo;SUB;Guillotine Choke;1;3:41;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Yana Kunitskaya;Julija Stoliarenko;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Beneil Dariush;Scott Holtzman;KO/TKO;Spinning Back Fist;1;4:38;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Tim Means;Laureano Staropoli;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Kevin Holland;Joaquin Buckley;KO/TKO;Punch;3;0:32;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Nasrat Haqparast;Alexander Munoz;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Andrew Sanchez;Wellington Turman;KO/TKO;Punch;1;4:14;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Gavin Tucker;Justin Jaynes;SUB;Rear Naked Choke;3;1:43;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Youssef Zalal;Peter Barrett;U-DEC;;3;5:00;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Irwin Rivera;Ali AlQaisi;S-DEC;;3;5:00;UFC Fight Night: Lewis vs. Oleinik;Las Vegas, Nevada, USA
Derek Brunson;Edmen Shahbazyan;KO/TKO;Punches;3;0:26;UFC Fight Night: Brunson vs. Shahbazyan;Las Vegas, Nevada, USA
Jennifer Maia;Joanne Calderwood;SUB;Armbar;1;4:29;UFC Fight Night: Brunson vs. Shahbazyan;Las Vegas, Nevada, USA
Vicente Luque;Randy Brown;KO/TKO;Knee;2;4:56;UFC Fight Night: Brunson vs. Shahbazyan;Las Vegas, Nevada, USA
Bobby Green;Lando Vannata;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Shahbazyan;Las Vegas, Nevada, USA
Jonathan Martinez;Frankie Saenz;KO/TKO;Knee;3;0:57;UFC Fight Night: Brunson vs. Shahbazyan;Las Vegas, Nevada, USA
Nate Maness;Johnny Munoz;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Shahbazyan;Las Vegas, Nevada, USA
Jamall Emmers;Vince Cachero;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Shahbazyan;Las Vegas, Nevada, USA
Chris Gutierrez;Cody Durden;U-DEC;;3;5:00;UFC Fight Night: Brunson vs. Shahbazyan;Las Vegas, Nevada, USA
Robert Whittaker;Darren Till;U-DEC;;5;5:00;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Mauricio Rua;Rogerio Nogueira;S-DEC;;3;5:00;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Fabricio Werdum;Alexander Gustafsson;SUB;Armbar;1;2:30;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Carla Esparza;Marina Rodriguez;S-DEC;;3;5:00;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Paul Craig;Gadzhimurad Antigulov;SUB;Triangle Choke;1;2:06;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Alex Oliveira;Peter Sobotta;U-DEC;;3;5:00;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Khamzat Chimaev;Rhys McKee;KO/TKO;Punches;1;3:09;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Francisco Trinaldo;Jai Herbert;KO/TKO;Punch;3;1:30;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Nicolas Dalby;Jesse Ronson;Overturned;Rear Naked Choke;1;2:48;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Tom Aspinall;Jake Collier;KO/TKO;Punches;1;0:45;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Movsar Evloev;Mike Grundy;U-DEC;;3;5:00;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Tanner Boser;Raphael Pessoa;KO/TKO;Punch;2;2:36;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Pannie Kianzad;Bethe Correia;U-DEC;;3;5:00;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Ramazan Emeev;Niklas Stolze;U-DEC;;3;5:00;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Nathaniel Wood;John Castaneda;U-DEC;;3;5:00;UFC Fight Night: Whittaker vs. Till;Abu Dhabi, Abu Dhabi, United Arab Emirates
Deiveson Figueiredo;Joseph Benavidez;SUB;Rear Naked Choke;1;4:48;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Jack Hermansson;Kelvin Gastelum;SUB;Heel Hook;1;1:18;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Rafael Fiziev;Marc Diakiese;U-DEC;;3;5:00;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Ariane Lipski;Luana Carolina;SUB;Kneebar;1;1:28;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Askar Askarov;Alexandre Pantoja;U-DEC;;3;5:00;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Roman Dolidze;Khadis Ibragimov;KO/TKO;Knee;1;4:15;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Grant Dawson;Nad Narimani;U-DEC;;3;5:00;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Joel Alvarez;Joe Duffy;SUB;Guillotine Choke;1;2:25;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Brett Johns;Montel Jackson;U-DEC;;3;5:00;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Amir Albazi;Malcolm Gordon;SUB;Triangle Choke;1;4:42;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Arman Tsarukyan;Davi Ramos;U-DEC;;3;5:00;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Serghei Spivac;Carlos Felipe;M-DEC;;3;5:00;UFC Fight Night: Figueiredo vs. Benavidez 2;Abu Dhabi, Abu Dhabi, United Arab Emirates
Calvin Kattar;Dan Ige;U-DEC;;5;5:00;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Tim Elliott;Ryan Benoit;U-DEC;;3;5:00;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Jimmie Rivera;Cody Stamann;U-DEC;;3;5:00;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Taila Santos;Molly McCann;U-DEC;;3;5:00;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Mounir Lazzez;Abdul Razak Alhassan;U-DEC;;3;5:00;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Khamzat Chimaev;John Phillips;SUB;D'Arce Choke;2;1:12;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Lerone Murphy;Ricardo Ramos;KO/TKO;Punches;1;4:18;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Modestas Bukauskas;Andreas Michailidis;KO/TKO;;1;5:00;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Jared Gordon;Chris Fishgold;U-DEC;;3;5:00;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Liana Jojua;Diana Belbita;SUB;Armbar;1;2:43;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Jack Shore;Aaron Phillips;SUB;Rear Naked Choke;2;2:29;UFC Fight Night: Kattar vs. Ige;Abu Dhabi, Abu Dhabi, United Arab Emirates
Kamaru Usman;Jorge Masvidal;U-DEC;;5;5:00;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Alexander Volkanovski;Max Holloway;S-DEC;;5;5:00;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Petr Yan;Jose Aldo;KO/TKO;Punches;5;3:24;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Rose Namajunas;Jessica Andrade;S-DEC;;3;5:00;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Amanda Ribas;Paige VanZant;SUB;Armbar;1;2:21;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Jiri Prochazka;Volkan Oezdemir;KO/TKO;Punch;2;0:49;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Muslim Salikhov;Elizeu Zaleski dos Santos;S-DEC;;3;5:00;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Makwan Amirkhani;Danny Henry;SUB;Anaconda Choke;1;3:15;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Leonardo Santos;Roman Bogatov;U-DEC;;3;5:00;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Marcin Tybura;Maxim Grishin;U-DEC;;3;5:00;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Raulian Paiva;Zhalgas Zhumagulov;U-DEC;;3;5:00;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Karol Rosa;Vanessa Melo;U-DEC;;3;5:00;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Davey Grant;Martin Day;KO/TKO;Punch;3;2:38;UFC 251: Usman vs. Masvidal;Abu Dhabi, Abu Dhabi, United Arab Emirates
Dustin Poirier;Dan Hooker;U-DEC;;5;5:00;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Mike Perry;Mickey Gall;U-DEC;;3;5:00;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Maurice Greene;Gian Villante;SUB;Arm Triangle;3;3:44;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Brendan Allen;Kyle Daukaus;U-DEC;;3;5:00;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Takashi Sato;Jason Witt;KO/TKO;Punches;1;0:48;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Julian Erosa;Sean Woodson;SUB;D'Arce Choke;3;2:44;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Khama Worthy;Luis Pena;SUB;Guillotine Choke;3;2:53;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Tanner Boser;Philipe Lins;KO/TKO;Punches;1;2:41;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Kay Hansen;Jinh Yu Frey;SUB;Armbar;3;2:26;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Youssef Zalal;Jordan Griffin;U-DEC;;3;5:00;UFC Fight Night: Poirier vs. Hooker;Las Vegas, Nevada, USA
Curtis Blaydes;Alexander Volkov;U-DEC;;5;5:00;UFC Fight Night: Blaydes vs. Volkov;Las Vegas, Nevada, USA
Josh Emmett;Shane Burgos;U-DEC;;3;5:00;UFC Fight Night: Blaydes vs. Volkov;Las Vegas, Nevada, USA
Raquel Pennington;Marion Reneau;U-DEC;;3;5:00;UFC Fight Night: Blaydes vs. Volkov;Las Vegas, Nevada, USA
Belal Muhammad;Lyman Good;U-DEC;;3;5:00;UFC Fight Night: Blaydes vs. Volkov;Las Vegas, Nevada, USA
